Force(N),Distance(mm),Time(ms)
4.698555,87,102844
4.7221,89,102937
4.718967,89,103048
4.713345,92,103122
4.698756,87,103215
4.655693,89,103307
4.627831,90,103400
4.613142,87,103493
4.614718,91,103585
4.632831,87,103678
4.641616,87,103771
4.63995,91,103863
4.630441,91,103956
4.630492,86,104067
4.644869,89,104141
4.6475,89,104234
4.632861,87,104326
4.608875,88,104419
4.5827,86,104511
4.561816,86,104604
4.544687,86,104697
4.522648,90,104789
4.493772,86,104882
4.450789,88,104975
4.421321,90,105086
4.396602,87,105160
4.374161,88,105252
4.33903,88,105345
4.292353,87,105438
4.268226,87,105530
4.267854,90,105623
4.272804,86,105715
4.281569,89,105808
4.292393,86,105901
4.317132,87,105993
4.357203,88,106104
4.383148,85,106179
4.397084,87,106272
4.393057,89,106364
4.380628,88,106456
4.379673,86,106549
4.382896,87,106642
4.393349,86,106734
4.392575,88,106827
4.385537,89,106920
4.396491,88,107012
4.402827,87,107123
4.407174,87,107197
4.403851,89,107290
4.403409,88,107383
4.408821,88,107475
4.408118,86,107568
4.408118,85,107661
4.410969,87,107753
4.406943,88,107846
4.401411,89,107938
4.396832,86,108031
4.380206,86,108142
4.359041,86,108216
4.357224,83,108309
4.384232,89,108402
4.409503,86,108494
4.426301,85,108587
4.433038,88,108680
4.430227,87,108772
4.433158,85,108865
4.424444,86,108957
4.413108,86,109050
4.407917,84,109161
4.390577,86,109235
4.365487,86,109328
4.342394,87,109420
4.3414,87,109514
4.364794,84,109606
4.40857,86,109698
4.438891,88,109791
4.452647,86,109884
4.445478,85,109976
4.429715,86,110069
4.419785,88,110180
4.41855,87,110254
4.432325,86,110354
4.429082,86,110439
4.413741,83,110532
4.413429,84,110624
4.434805,86,110717
4.462265,87,110810
4.48584,84,110902
4.52561,83,110995
4.57787,90,111088
4.609618,84,111199
4.620803,87,111273
4.618122,86,111366
4.608784,87,111458
4.589848,88,111551
4.554797,84,111643
4.514616,86,111736
4.472557,88,111829
4.43844,84,111921
4.41864,87,112014
4.405066,87,112107
4.387686,87,112218
4.383439,85,112292
4.38132,84,112384
4.395427,85,112477
4.420819,86,112570
4.436643,86,112662
4.455508,87,112760
4.469274,85,112848
4.474354,86,112940
4.474565,84,113033
4.456392,84,113125
4.440227,86,113237
4.433911,85,113311
4.411702,87,113403
4.399785,86,113496
4.410026,86,113596
4.416823,86,113681
4.399754,89,113774
4.353619,85,113866
4.301861,85,113959
4.250143,87,114052
4.219701,83,114144
4.217803,87,114256
4.222382,88,114330
4.239551,87,114430
4.253978,86,114515
4.241549,87,114607
4.223205,87,114700
4.211568,86,114793
4.194399,85,114885
4.157812,84,114978
4.122921,83,115071
4.109488,79,115167
4.104809,85,115279
4.114408,83,115348
4.131968,84,115441
4.146758,86,115534
4.17979,84,115626
4.223526,85,115719
4.262372,86,115811
4.292112,85,115904
4.291218,85,116002
4.282583,83,116089
4.257613,85,116182
4.228345,86,116293
4.234339,87,116367
4.258768,84,116460
4.290284,83,116552
4.321218,83,116645
4.33913,85,116738
4.34656,84,116837
4.353789,85,116923
4.373228,83,117015
4.397957,84,117108
4.414383,82,117201
4.440639,79,117312
4.474716,85,117386
4.503461,85,117478
4.518,84,117571
4.511624,84,117677
4.508371,86,117756
4.499876,83,117849
4.488069,80,117942
4.477105,86,118034
4.474665,85,118127
4.488702,86,118219
4.509264,83,118331
4.536102,85,118405
4.564316,82,118497
4.567659,82,118590
4.554024,84,118682
4.529355,84,118775
4.484957,83,118868
4.449655,86,118960
4.427014,84,119053
4.418219,83,119146
4.426883,85,119244
4.428901,85,119356
4.436562,85,119424
4.446613,84,119516
4.428731,86,119609
4.393208,84,119701
4.341781,84,119794
4.315355,78,119887
4.304009,85,119979
4.267704,84,120083
4.236548,82,120165
4.223637,80,120257
4.212692,86,120368
4.20453,84,120443
4.203536,83,120535
4.22216,83,120628
4.246297,84,120720
4.252985,84,120813
4.260655,83,120918
4.277041,85,120998
4.305154,84,121091
4.349392,81,121184
4.39124,82,121276
4.427024,76,121387
4.456844,84,121461
4.474876,85,121554
4.488672,82,121647
4.506915,81,121753
4.529245,86,121832
4.531554,85,121925
4.522799,82,122017
4.543362,85,122110
4.563241,84,122202
4.553512,87,122295
4.53802,84,122406
4.524636,87,122480
4.523331,80,122573
4.513381,82,122666
